statename,rank,countryd,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Nebraska,0,Top 25,3442.5,3825.7,3931.75,3408.13,92.9675,94.353,95.0699,95.828,-13.32
Nebraska,1,China,837.71,928.71,1021.35,886.93,22.623,22.9048,24.6962,24.9381,-13.16
Nebraska,2,Canada,1010.88,1164.57,950.27,724.21,27.2996,28.7217,22.9775,20.363,-23.79
Nebraska,3,Germany,369.7,335.04,323.21,284.24,9.9841,8.2631,7.8153,7.9921,-12.06
Nebraska,4,Mexico,196.87,274.32,295.56,247.34,5.3167,6.7656,7.1467,6.9547,-16.31
Nebraska,5,Japan,249.44,262.67,287.57,207.56,6.7364,6.4781,6.9534,5.8361,-27.82
Nebraska,6,United Kingdom,33.05,52.02,173.82,206.16,0.8924,1.283,4.2031,5.7968,18.6
Nebraska,7,Austria,67.89,71.45,141.03,147.07,1.8335,1.7622,3.4101,4.1354,4.29
Nebraska,8,Switzerland,10.46,8.43,66.21,144.43,0.2825,0.2079,1.601,4.061,118.14
Nebraska,9,France,85.94,123.73,102.01,98.26,2.3208,3.0515,2.4666,2.7629,-3.67
Nebraska,10,India,32.42,24.94,50.59,70.96,0.8754,0.6152,1.2232,1.9952,40.27
Nebraska,11,Italy,185.64,110.2,83.49,66.71,5.0133,2.718,2.0187,1.8758,-20.09
Nebraska,12,Thailand,48.04,70.35,61.66,60.15,1.2974,1.7351,1.491,1.6911,-2.46
Nebraska,13,Taiwan,67.53,65.29,74.09,59.05,1.8237,1.6102,1.7915,1.6605,-20.29
Nebraska,14,"Korea, South",28.53,39.97,41.72,31.35,0.7704,0.9859,1.0089,0.8815,-24.86
Nebraska,15,Vietnam,37.75,36.86,41.3,27.67,1.0195,0.9092,0.9985,0.7781,-32.99
Nebraska,16,Sweden,33.96,31.59,19.01,16.81,0.917,0.7791,0.4595,0.4727,-11.54
Nebraska,17,Portugal,4.2,2.65,7.48,16.44,0.1133,0.0653,0.1807,0.4624,119.99
Nebraska,18,Hungary,9.65,15.87,13.76,16.43,0.2605,0.3915,0.3328,0.462,19.37
Nebraska,19,Czech Republic,15.62,20.08,19.74,15.79,0.422,0.4953,0.4774,0.444,-20.01
Nebraska,20,Brazil,21.09,112.53,86.02,14.53,0.5697,2.7753,2.08,0.4087,-83.1
Nebraska,21,Spain,11.2,8.31,19.82,13.56,0.3024,0.205,0.4793,0.3812,-31.61
Nebraska,22,Philippines,8.11,8.04,16.17,13.27,0.219,0.1983,0.3909,0.3731,-17.93
Nebraska,23,Israel,15.15,13.29,7.27,13.16,0.409,0.3277,0.1758,0.3701,81.03
Nebraska,24,Belgium,50.06,34.21,17.11,13.16,1.352,0.8438,0.4137,0.3701,-23.07
Nebraska,25,Netherlands,11.62,10.55,11.5,12.86,0.3139,0.2602,0.278,0.3616,11.86
New Hampshire,0,World,11873.2,11231.55,9313.05,8611.27,0.5235,0.4766,0.4142,0.3936,-7.54
New Hampshire,0,Top 25,11482.59,10656.61,8716.86,8174.16,96.7102,94.8811,93.5983,94.924,-6.23
New Hampshire,1,Canada,7949.71,6922.14,4900.3,4274.33,66.9551,61.6312,52.6175,49.6364,-12.77
New Hampshire,2,China,931.68,1109.51,1148.93,907.66,7.8469,9.8785,12.3368,10.5404,-21
New Hampshire,3,Germany,522.71,516.88,525.39,525.05,4.4024,4.602,5.6414,6.0972,-0.06
New Hampshire,4,Mexico,574.02,574.57,488.73,428.38,4.8346,5.1157,5.2478,4.9746,-12.35
New Hampshire,5,Japan,85.74,93.6,116.62,214.77,0.7221,0.8333,1.2523,2.494,84.16
New Hampshire,6,Thailand,112.83,74.33,127.47,177.36,0.9503,0.6618,1.3688,2.0597,39.14
New Hampshire,7,India,127.44,141.9,161.67,152.23,1.0733,1.2634,1.736,1.7678,-5.84
New Hampshire,8,Israel,91.2,69.94,100.31,142.52,0.7681,0.6227,1.0771,1.655,42.08
New Hampshire,9,Ireland,142.61,123.37,146.87,136.42,1.2011,1.0984,1.5771,1.5842,-7.12
New Hampshire,10,United Kingdom,150.13,136.8,103.99,136.01,1.2644,1.218,1.1166,1.5794,30.79
New Hampshire,11,Dominican Republic,3.22,29.75,31.17,118.05,0.0271,0.2649,0.3347,1.3709,278.73
New Hampshire,12,Switzerland,126.3,116.75,128.6,114.5,1.0637,1.0395,1.3809,1.3296,-10.97
New Hampshire,13,Vietnam,47.29,95.61,99.09,113.9,0.3983,0.8512,1.064,1.3227,14.95
New Hampshire,14,Sweden,50.22,52.16,58.72,106.88,0.423,0.4644,0.6306,1.2412,82
New Hampshire,15,Italy,80.11,130.89,89.22,101.44,0.6747,1.1653,0.958,1.178,13.7
New Hampshire,16,Taiwan,125.63,90.8,87.65,85.49,1.0581,0.8084,0.9412,0.9928,-2.47
New Hampshire,17,France,102.99,97.4,71.05,76.96,0.8674,0.8672,0.7629,0.8937,8.32
New Hampshire,18,Netherlands,67.44,70.04,99.2,69.91,0.568,0.6236,1.0652,0.8118,-29.53
New Hampshire,19,Indonesia,48.63,52.33,60.13,64.95,0.4095,0.4659,0.6456,0.7542,8.01
New Hampshire,20,Poland,2.09,3.51,1.62,54.89,0.0176,0.0312,0.0174,0.6374,3286.16
New Hampshire,21,"Korea, South",51.7,52.54,47.58,41.54,0.4354,0.4678,0.5109,0.4824,-12.69
New Hampshire,22,Spain,18.03,27.25,28.25,36.67,0.1519,0.2426,0.3034,0.4259,29.81
New Hampshire,23,Philippines,13.06,17.57,23.8,36.59,0.11,0.1564,0.2556,0.4249,53.7
New Hampshire,24,Czech Republic,35.95,38.48,35.02,30.64,0.3028,0.3426,0.376,0.3558,-12.5
New Hampshire,25,Peru,21.85,18.54,35.46,27.03,0.1841,0.1651,0.3808,0.3139,-23.78
New Jersey,0,World,119251.96,126456.28,119571.47,108133.13,5.2581,5.3666,5.3186,4.9425,-9.57
New Jersey,0,Top 25,94899.92,102871.45,100327.06,89467.73,79.5793,81.3494,83.9055,82.7385,-10.82
New Jersey,1,China,16773.47,18120.95,18567.27,17687.5,14.0656,14.3298,15.5282,16.3571,-4.74
New Jersey,2,Canada,9067.86,9813.17,7811.12,7332.29,7.6039,7.7601,6.5326,6.7808,-6.13
New Jersey,3,India,5704.61,6429.11,6289.81,6138.67,4.7837,5.0841,5.2603,5.677,-2.4
New Jersey,4,Germany,7086.6,7586.72,7282.24,5940.1,5.9425,5.9995,6.0903,5.4933,-18.43
New Jersey,5,Italy,5718.59,6633.15,5891.6,5793.5,4.7954,5.2454,4.9273,5.3577,-1.67
New Jersey,6,Switzerland,4729.71,5522.59,7191.99,5528.85,3.9662,4.3672,6.0148,5.113,-23.12
New Jersey,7,Mexico,3481.21,4815.96,4823.77,4720.37,2.9192,3.8084,4.0342,4.3653,-2.14
New Jersey,8,Japan,10314.01,9732.25,10537.49,4444.78,8.6489,7.6961,8.8127,4.1105,-57.82
New Jersey,9,United Kingdom,7240.01,6640.6,3721.27,4333.88,6.0712,5.2513,3.1122,4.0079,16.46
New Jersey,10,"Korea, South",2781.77,3141.96,4131.51,3927.47,2.3327,2.4846,3.4553,3.6321,-4.94
New Jersey,11,France,3493.86,3504.07,3422.85,3463.07,2.9298,2.771,2.8626,3.2026,1.17
New Jersey,12,Ireland,1222.5,1625.98,2537.16,2088.27,1.0251,1.2858,2.1219,1.9312,-17.69
New Jersey,13,Vietnam,1009.51,1274.97,1586.45,2070.9,0.8465,1.0082,1.3268,1.9151,30.54
New Jersey,14,Thailand,1023.35,1097.24,1468.51,1761.47,0.8581,0.8677,1.2281,1.629,19.95
New Jersey,15,Spain,1726.15,2381.46,2099.84,1718.67,1.4475,1.8832,1.7561,1.5894,-18.15
New Jersey,16,Indonesia,1279.63,1436.51,1527.12,1503.02,1.073,1.136,1.2772,1.39,-1.58
New Jersey,17,Taiwan,1620.93,1717.03,1610.38,1491.19,1.3592,1.3578,1.3468,1.379,-7.4
New Jersey,18,Russia,1458.36,2033.77,1703.56,1459.64,1.2229,1.6083,1.4247,1.3499,-14.32
New Jersey,19,Netherlands,1360.81,1213.62,1123.41,1321.42,1.1411,0.9597,0.9395,1.222,17.63
New Jersey,20,Brazil,745.87,919.73,1209.55,1312.6,0.6255,0.7273,1.0116,1.2139,8.52
New Jersey,21,South Africa,1872.83,2055.62,1885.36,1301.85,1.5705,1.6256,1.5768,1.2039,-30.95
New Jersey,22,Belgium,1979.31,1577.06,1140.98,1093.76,1.6598,1.2471,0.9542,1.0115,-4.14
New Jersey,23,Malaysia,824.32,904.58,888.09,1056.82,0.6912,0.7153,0.7427,0.9773,19
New Jersey,24,Israel,993.74,1053.06,987.39,992.86,0.8333,0.8327,0.8258,0.9182,0.55
New Jersey,25,Sweden,1390.94,1640.29,888.33,984.78,1.1664,1.2971,0.7429,0.9107,10.86
New Mexico,0,World,2016.09,2232.66,2248.53,2290.27,0.0889,0.0948,0.1,0.1047,1.86
New Mexico,0,Top 25,1959.26,2167.11,2186.71,2236.89,97.1811,97.0642,97.2504,97.6694,2.29
New Mexico,1,China,721.92,781.33,788.95,723.35,35.8077,34.9954,35.0873,31.5836,-8.31
New Mexico,2,Mexico,360.86,505.26,635.46,701.83,17.8988,22.6305,28.2612,30.644,10.44
New Mexico,3,Canada,236.68,191.9,198.59,259.74,11.7396,8.5953,8.8318,11.3412,30.8
New Mexico,4,Germany,111.56,150.61,103.1,95.22,5.5336,6.7456,4.5853,4.1577,-7.64
New Mexico,5,United Kingdom,71.66,72.59,68.11,54.48,3.5543,3.2514,3.0289,2.379,-20
New Mexico,6,Taiwan,24.58,33.81,29.16,46.34,1.2189,1.5142,1.2969,2.0234,58.91
New Mexico,7,Netherlands,145.97,156.35,62.26,38.75,7.2404,7.0028,2.7689,1.6918,-37.77
New Mexico,8,Japan,38.04,40.84,46.1,31.72,1.887,1.8291,2.0503,1.385,-31.19
New Mexico,9,India,18.23,17.86,16.33,28.02,0.9042,0.8,0.7261,1.2233,71.61
New Mexico,10,Saudi Arabia,39.06,33.03,0.04,27.53,1.9373,1.4793,0.002,1.2022,61693.79
New Mexico,11,Switzerland,9.98,12.11,17.88,25.23,0.4948,0.5425,0.7954,1.1015,41.06
New Mexico,12,Belgium,18.38,32.65,27.06,24.13,0.9118,1.4625,1.2035,1.0535,-10.84
New Mexico,13,Israel,21.76,16.48,25.77,23.29,1.0791,0.7382,1.1461,1.017,-9.61
New Mexico,14,France,22.06,16.43,44.85,22.6,1.0944,0.7359,1.9948,0.9869,-49.61
New Mexico,15,Malaysia,55.86,7.96,11.27,21.73,2.7705,0.3565,0.501,0.9486,92.83
New Mexico,16,Singapore,2.92,10.04,4.49,15.81,0.145,0.4496,0.1999,0.6904,251.87
New Mexico,17,"Korea, South",17.14,28.87,30.67,15.48,0.8501,1.2932,1.364,0.676,-49.52
New Mexico,18,Ireland,8.66,6.95,5.47,14.71,0.4294,0.3114,0.2432,0.6421,168.91
New Mexico,19,Italy,15.15,14.9,14.76,14.67,0.7513,0.6673,0.6564,0.6404,-0.62
New Mexico,20,Austria,1.86,3.7,5.04,13.26,0.0921,0.1659,0.2243,0.579,162.9
New Mexico,21,Thailand,4.88,6.26,7.18,9.71,0.2422,0.2804,0.3191,0.424,35.32
New Mexico,22,Indonesia,1.13,3.4,15.24,8.58,0.0562,0.1525,0.6779,0.3748,-43.68
New Mexico,23,Hungary,0.95,6.87,11.56,7.29,0.0471,0.3079,0.5139,0.3182,-36.93
New Mexico,24,Philippines,4.15,4.64,5.29,7.05,0.206,0.2079,0.2354,0.3079,33.21
New Mexico,25,Czech Republic,5.83,12.26,12.07,6.36,0.2892,0.549,0.5366,0.2778,-47.26
Nevada,0,World,8582.34,7857.49,9594.61,10559.95,0.3784,0.3335,0.4268,0.4827,10.06
Nevada,0,Top 25,8040.89,7419.62,9186.6,10106.6,93.6911,94.4273,95.7475,95.7069,10.01
Nevada,1,China,3488.63,3261.28,4567.82,4900.49,40.6489,41.5054,47.6082,46.4064,7.28
Nevada,2,Canada,744.14,785.06,778.57,905.12,8.6706,9.9912,8.1147,8.5713,16.25
Nevada,3,Malaysia,244.25,337.04,556.04,639.75,2.8459,4.2894,5.7953,6.0583,15.05
Nevada,4,Mexico,358.05,393.64,475.82,474.15,4.1719,5.0098,4.9593,4.4901,-0.35
Nevada,5,Taiwan,339.41,373.65,383.16,426.92,3.9547,4.7554,3.9935,4.0428,11.42
Nevada,6,Japan,95.37,94.43,119.12,278.75,1.1112,1.2018,1.2415,2.6397,134.01
Nevada,7,India,114.98,169.47,221.4,262.82,1.3397,2.1567,2.3075,2.4888,18.71
Nevada,8,"Korea, South",1181.89,677.99,222.46,228.74,13.7712,8.6286,2.3186,2.1661,2.82
Nevada,9,Thailand,108.32,102.53,109.72,209.5,1.2621,1.3049,1.1436,1.9839,90.94
Nevada,10,Germany,167.91,156.99,144.99,171.34,1.9564,1.998,1.5112,1.6226,18.17
Nevada,11,France,112.63,111.37,197.74,163.88,1.3123,1.4173,2.061,1.5519,-17.13
Nevada,12,Brazil,29.12,19.7,18.86,161.99,0.3393,0.2507,0.1965,1.534,759.04
Nevada,13,Israel,305.4,155.35,325.36,155.85,3.5584,1.9771,3.391,1.4758,-52.1
Nevada,14,United Kingdom,112.46,146.25,221.81,146.9,1.3103,1.8613,2.3118,1.3911,-33.77
Nevada,15,Philippines,204.56,148.93,213.17,140.16,2.3835,1.8954,2.2217,1.3272,-34.25
Nevada,16,Italy,65.94,80.45,84.39,131.21,0.7683,1.0239,0.8796,1.2425,55.48
Nevada,17,Hong Kong,17.97,25.6,77.23,120.06,0.2093,0.3258,0.8049,1.1369,55.46
Nevada,18,Switzerland,70.27,79.95,62.06,111.89,0.8188,1.0175,0.6468,1.0596,80.3
Nevada,19,Vietnam,57.9,70.59,93.77,111.04,0.6746,0.8984,0.9774,1.0515,18.41
Nevada,20,Belgium,24.27,82.63,92.53,105.52,0.2828,1.0516,0.9644,0.9992,14.04
Nevada,21,Indonesia,49.33,36.67,54.45,89.22,0.5748,0.4667,0.5675,0.8449,63.87
Nevada,22,Bangladesh,18.59,26.16,43.97,46.49,0.2166,0.333,0.4582,0.4402,5.73
Nevada,23,Netherlands,36.22,32.68,38.24,42.89,0.422,0.4159,0.3985,0.4061,12.16
Nevada,24,Cambodia,28.52,25.83,46.17,41.48,0.3323,0.3288,0.4812,0.3928,-10.16
Nevada,25,Singapore,64.79,25.37,37.76,40.46,0.755,0.3228,0.3935,0.3831,7.15
New York,0,World,129749.76,134674.79,133091.06,130072.2,5.7209,5.7154,5.9199,5.9453,-2.27
New York,0,Top 25,115426.65,120930.74,119159.98,117139.61,88.961,89.7946,89.5327,90.0574,-1.7
New York,1,China,22751.59,23097.36,22994.24,20707.43,17.535,17.1505,17.2771,15.9199,-9.95
New York,2,Canada,19406.86,20310,18020.49,17615.88,14.9571,15.0808,13.54,13.5432,-2.25
New York,3,India,10456.48,10556.44,10615.14,11860.19,8.059,7.8385,7.9758,9.1182,11.73
New York,4,Switzerland,5090.85,5451.82,5407.77,8339.95,3.9236,4.0481,4.0632,6.4118,54.22
New York,5,Israel,8628.98,9581.23,9062.7,7674.51,6.6505,7.1143,6.8094,5.9002,-15.32
New York,6,France,6374.76,6124.02,7032.33,7321.86,4.9131,4.5473,5.2838,5.6291,4.12
New York,7,Italy,5322.86,5659.94,5736.91,5780.44,4.1024,4.2027,4.3105,4.444,0.76
New York,8,United Kingdom,4706.81,5165.05,5210.41,4814.68,3.6276,3.8352,3.9149,3.7015,-7.6
New York,9,Belgium,4714.07,4670.1,4890.41,4225.19,3.6332,3.4677,3.6745,3.2483,-13.6
New York,10,Germany,3949.75,4764.85,5092.08,4223.77,3.0441,3.538,3.826,3.2473,-17.05
New York,11,Hong Kong,2616.52,2698.46,3138.3,3563.64,2.0166,2.0037,2.358,2.7397,13.55
New York,12,Mexico,3349.98,3626.42,3740.43,3398.58,2.5819,2.6927,2.8104,2.6128,-9.14
New York,13,Japan,2579.59,2780.69,2852.31,2730.56,1.9881,2.0647,2.1431,2.0993,-4.27
New York,14,Vietnam,1551.73,1722.13,1924.09,1914.3,1.1959,1.2787,1.4457,1.4717,-0.51
New York,15,Taiwan,1700.89,1767.93,1725.55,1570.33,1.3109,1.3127,1.2965,1.2073,-9
New York,16,"Korea, South",1572.52,1860.81,1999.05,1552.16,1.212,1.3817,1.502,1.1933,-22.36
New York,17,Brazil,1370.55,939.75,1070.22,1529.41,1.0563,0.6978,0.8041,1.1758,42.91
New York,18,Thailand,1241.15,1114.45,1189.39,1194.2,0.9566,0.8275,0.8937,0.9181,0.4
New York,19,Netherlands,876.79,1714.03,963.71,1143.34,0.6758,1.2727,0.7241,0.879,18.64
New York,20,South Africa,1321.34,1818.51,1023.79,1139.1,1.0184,1.3503,0.7692,0.8757,11.26
New York,21,Spain,1179.52,1268.33,1287.73,1099.79,0.9091,0.9418,0.9676,0.8455,-14.59
New York,22,Indonesia,1182.16,998.61,1163.92,1032.85,0.9111,0.7415,0.8745,0.7941,-11.26
New York,23,Ireland,1898.31,1605.65,1459.47,1003.53,1.4631,1.1922,1.0966,0.7715,-31.24
New York,24,Australia,949.44,872.98,844.41,929.25,0.7317,0.6482,0.6345,0.7144,10.05
New York,25,Turkey,633.13,761.17,715.14,774.68,0.488,0.5652,0.5373,0.5956,8.32
Ohio,0,World,66418.9,70387.09,68910.88,64263.91,2.9285,2.9871,3.0652,2.9374,-6.74
Ohio,0,Top 25,62015.41,65379.31,64079.24,60097.43,93.3701,92.8854,92.9886,93.5166,-6.21
Ohio,1,China,12394.98,12690.66,13370.5,12216.53,18.6618,18.0298,19.4026,19.0099,-8.63
Ohio,2,Canada,17311.54,17216.31,13825.79,11532.81,26.0642,24.4595,20.0633,17.946,-16.58
Ohio,3,Mexico,7615.06,7843.4,8212.68,7950.75,11.4652,11.1432,11.9178,12.372,-3.19
Ohio,4,Germany,4591.3,5700.88,5852.11,4918.9,6.9126,8.0993,8.4923,7.6542,-15.95
Ohio,5,Japan,5870.1,5798.2,5221.42,4823.17,8.838,8.2376,7.5771,7.5053,-7.63
Ohio,6,Ireland,963.85,1277.49,1923.2,2693.84,1.4512,1.815,2.7909,4.1918,40.07
Ohio,7,Vietnam,1201.61,1358.87,1617.29,1786.17,1.8091,1.9306,2.3469,2.7794,10.44
Ohio,8,France,1430.58,1515.9,1958.07,1632.26,2.1539,2.1537,2.8415,2.5399,-16.64
Ohio,9,India,1011.37,1346.86,1398.63,1428.13,1.5227,1.9135,2.0296,2.2223,2.11
Ohio,10,Taiwan,1086.31,1157.53,1204.33,1113.46,1.6355,1.6445,1.7477,1.7326,-7.55
Ohio,11,Italy,967.22,1159.42,1134.32,1100.21,1.4562,1.6472,1.6461,1.712,-3.01
Ohio,12,United Kingdom,1217.98,1188.23,968.78,1051.71,1.8338,1.6881,1.4058,1.6365,8.56
Ohio,13,Thailand,587.35,557.21,733.77,1003.24,0.8843,0.7916,1.0648,1.5611,36.72
Ohio,14,Indonesia,667.37,778.16,883.05,950.94,1.0048,1.1055,1.2814,1.4797,7.69
Ohio,15,Brazil,682.38,604.52,583.54,846.16,1.0274,0.8589,0.8468,1.3167,45
Ohio,16,Sri Lanka,638.58,654.51,786.82,823.43,0.9614,0.9299,1.1418,1.2813,4.65
Ohio,17,"Korea, South",1121.11,1171.52,1142.42,759.81,1.6879,1.6644,1.6578,1.1823,-33.49
Ohio,18,Netherlands,419.42,545.62,483.42,609.18,0.6315,0.7752,0.7015,0.9479,26.01
Ohio,19,Colombia,120.76,323.77,320.39,536.18,0.1818,0.46,0.4649,0.8343,67.35
Ohio,20,Spain,308.96,320.31,398.02,479.88,0.4652,0.4551,0.5776,0.7467,20.57
Ohio,21,Switzerland,467.8,509.72,441.58,429.46,0.7043,0.7242,0.6408,0.6683,-2.74
Ohio,22,Sweden,384.26,515.11,475.56,410.73,0.5785,0.7318,0.6901,0.6391,-13.63
Ohio,23,Malaysia,425.79,408.85,409.9,363.71,0.6411,0.5809,0.5948,0.566,-11.27
Ohio,24,Russia,257.41,453.34,436.21,328.56,0.3876,0.6441,0.633,0.5113,-24.68
Ohio,25,Philippines,272.33,282.92,297.42,308.23,0.41,0.402,0.4316,0.4796,3.64
Oklahoma,0,World,12382.69,13626.04,11015.13,8487.35,0.546,0.5783,0.49,0.3879,-22.95
Oklahoma,0,Top 25,11746.42,12911.37,10436.79,7998.05,94.8616,94.7551,94.7496,94.2349,-23.37
Oklahoma,1,Canada,5906.93,6542.77,4443.86,2541.72,47.7031,48.0167,40.3433,29.9471,-42.8
Oklahoma,2,China,2297.51,2660.44,2488,2012.79,18.5542,19.5247,22.5871,23.7152,-19.1
Oklahoma,3,Mexico,1056.04,1055.91,1023.87,815.37,8.5284,7.7492,9.2951,9.6068,-20.36
Oklahoma,4,Japan,458.21,446.57,342.08,351.01,3.7004,3.2773,3.1055,4.1356,2.61
Oklahoma,5,Germany,304.89,341.14,266.23,277.75,2.4623,2.5036,2.417,3.2726,4.33
Oklahoma,6,United Kingdom,207.8,219.93,185.42,248.63,1.6782,1.614,1.6833,2.9294,34.09
Oklahoma,7,Italy,96.04,130.02,154.76,164.29,0.7756,0.9542,1.4049,1.9357,6.16
Oklahoma,8,France,133.66,149.45,132.7,155.68,1.0794,1.0968,1.2047,1.8342,17.32
Oklahoma,9,Taiwan,212.86,219.54,183.06,154.79,1.719,1.6112,1.6619,1.8237,-15.44
Oklahoma,10,Ireland,14.28,21.15,15.36,125.77,0.1153,0.1552,0.1395,1.4818,718.72
Oklahoma,11,Spain,10.71,10.52,63.36,111.8,0.0865,0.0772,0.5752,1.3172,76.46
Oklahoma,12,India,165.81,214.77,209.5,110.12,1.3391,1.5762,1.9019,1.2975,-47.44
Oklahoma,13,Indonesia,82.24,68.04,59.02,104.96,0.6642,0.4993,0.5358,1.2367,77.83
Oklahoma,14,South Africa,146.29,142.66,84.89,103.47,1.1814,1.047,0.7707,1.2192,21.89
Oklahoma,15,Denmark,13.83,18.93,16.46,97.31,0.1117,0.139,0.1494,1.1465,491.11
Oklahoma,16,Thailand,117.86,136.81,137.56,83.81,0.9518,1.004,1.2488,0.9875,-39.07
Oklahoma,17,Vietnam,66.68,107.33,102.28,82.02,0.5385,0.7877,0.9285,0.9664,-19.81
Oklahoma,18,"Korea, South",66.69,67.5,65.06,72.55,0.5385,0.4954,0.5906,0.8548,11.52
Oklahoma,19,Hong Kong,35.74,35.86,59.88,65.2,0.2886,0.2632,0.5436,0.7682,8.89
Oklahoma,20,Switzerland,25.72,42.53,67.13,59.33,0.2077,0.3121,0.6095,0.699,-11.63
Oklahoma,21,Australia,191.69,139.09,110.97,59.14,1.548,1.0208,1.0074,0.6967,-46.71
Oklahoma,22,Bangladesh,15.2,35.29,38.67,52.67,0.1227,0.259,0.3511,0.6205,36.19
Oklahoma,23,Malaysia,49.08,50.33,62.35,50.82,0.3963,0.3694,0.566,0.5988,-18.49
Oklahoma,24,Singapore,54.92,41.38,38.33,50.37,0.4435,0.3037,0.348,0.5935,31.41
Oklahoma,25,Argentina,15.72,13.41,86.01,46.69,0.1269,0.0984,0.7808,0.5501,-45.71
Oregon,0,World,14344.39,13796.93,14820.15,17596.28,0.6325,0.5855,0.6592,0.8043,18.73
Oregon,0,Top 25,13565.04,13148.28,14141.99,16947.58,94.5668,95.2986,95.424,96.3135,19.84
Oregon,1,Ireland,17.03,164.84,571.2,2996.27,0.1188,1.1948,3.8542,17.0279,424.55
Oregon,2,Canada,2878.42,2730.81,2701.68,2480.07,20.0665,19.7928,18.2298,14.0943,-8.2
Oregon,3,China,2578.09,2634.6,2546.91,2152.56,17.9728,19.0956,17.1855,12.2331,-15.48
Oregon,4,Japan,3052.91,1830.02,1521.11,2143.33,21.2829,13.2639,10.2638,12.1806,40.91
Oregon,5,"Korea, South",1345.85,1573.06,1587.2,1760.19,9.3824,11.4015,10.7097,10.0032,10.9
Oregon,6,Israel,181.91,150.47,804.45,948.9,1.2682,1.0906,5.4281,5.3926,17.96
Oregon,7,Mexico,509.49,577,713.44,873.79,3.5519,4.1821,4.814,4.9658,22.48
Oregon,8,Taiwan,310.76,364.67,382.37,513.35,2.1664,2.6431,2.5801,2.9174,34.26
Oregon,9,Germany,381.97,403.07,450.24,458.43,2.6628,2.9214,3.0381,2.6053,1.82
Oregon,10,Vietnam,270.26,346.54,406.18,413.2,1.8841,2.5117,2.7408,2.3482,1.73
Oregon,11,Netherlands,132.73,283.76,617.98,303.36,0.9253,2.0567,4.1698,1.724,-50.91
Oregon,12,Malaysia,116.36,126.24,119.33,252.1,0.8112,0.915,0.8052,1.4327,111.26
Oregon,13,Thailand,327.97,310.5,281.76,219.86,2.2864,2.2505,1.9012,1.2495,-21.97
Oregon,14,Singapore,221.4,82.69,108.36,209.22,1.5435,0.5994,0.7311,1.189,93.08
Oregon,15,Russia,333.42,500.56,195.42,156.01,2.3244,3.6281,1.3186,0.8866,-20.17
Oregon,16,United Kingdom,106.58,151.18,165.36,152.54,0.743,1.0958,1.1158,0.8669,-7.75
Oregon,17,India,119.36,189.84,140.65,132.33,0.8321,1.376,0.9491,0.752,-5.92
Oregon,18,France,86.67,86.85,109.72,127.01,0.6042,0.6295,0.7403,0.7218,15.76
Oregon,19,Italy,110.27,115.75,132.36,126.26,0.7687,0.839,0.8931,0.7175,-4.61
Oregon,20,Switzerland,48.22,79.59,113.59,112.29,0.3362,0.5769,0.7665,0.6382,-1.14
Oregon,21,Indonesia,177.19,149.45,104.68,101.4,1.2353,1.0832,0.7064,0.5763,-3.14
Oregon,22,New Zealand,35.45,39.45,53.73,84.09,0.2471,0.2859,0.3626,0.4779,56.5
Oregon,23,Sweden,61.32,87.33,115.86,83.72,0.4275,0.633,0.7818,0.4758,-27.74
Oregon,24,Chile,75.29,73.56,98.21,77.45,0.5249,0.5332,0.6627,0.4402,-21.14
Oregon,25,Brazil,86.1,96.44,100.18,69.84,0.6002,0.699,0.6759,0.3969,-30.28
Pennsylvania,0,World,84939.71,83202.87,79755.83,77163.82,3.7452,3.531,3.5476,3.527,-3.25
Pennsylvania,0,Top 25,71957.5,72154.97,71167.34,68859.75,84.716,86.7217,89.2315,89.2384,-3.24
Pennsylvania,1,China,18092.36,18118.34,20152.08,16871.06,21.3002,21.7761,25.2672,21.864,-16.28
Pennsylvania,2,Canada,11507.77,12652.08,10710.35,9994.79,13.5482,15.2063,13.4289,12.9527,-6.68
Pennsylvania,3,Germany,5621.99,6562.51,5812.17,5823.33,6.6188,7.8874,7.2875,7.5467,0.19
Pennsylvania,4,Israel,4859.19,3720,5022.97,4135.58,5.7208,4.471,6.2979,5.3595,-17.67
Pennsylvania,5,Mexico,2989.04,3530.24,4221.89,4024.69,3.519,4.2429,5.2935,5.2158,-4.67
Pennsylvania,6,Switzerland,990.8,2446.98,2631.95,3757.59,1.1665,2.941,3.3,4.8696,42.77
Pennsylvania,7,"Korea, South",2959.7,4187.28,3676.72,3112.26,3.4845,5.0326,4.61,4.0333,-15.35
Pennsylvania,8,Nigeria,6305.21,1600.72,597.19,2859.42,7.4232,1.9239,0.7488,3.7056,378.81
Pennsylvania,9,United Kingdom,2404.15,2566.21,2538.57,2085.21,2.8304,3.0843,3.1829,2.7023,-17.86
Pennsylvania,10,Japan,2047.63,2067.32,2279.84,2032.14,2.4107,2.4847,2.8585,2.6335,-10.86
Pennsylvania,11,India,1093.12,1176.28,1445.46,1961.19,1.2869,1.4137,1.8124,2.5416,35.68
Pennsylvania,12,Italy,1593.83,1559.83,1530.58,1584.12,1.8764,1.8747,1.9191,2.0529,3.5
Pennsylvania,13,Ireland,811.44,1304.83,1559.83,1295.53,0.9553,1.5683,1.9558,1.6789,-16.94
Pennsylvania,14,France,1480.06,1251.43,1085.57,1087.92,1.7425,1.5041,1.3611,1.4099,0.22
