statename,coor1,rank,countryd,coor2,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Unidentified,"[-126.71630859375, 40.98819156349393]",8,Japan,"[138.8671875,36.4566360115962]",671.44,694.67,644.13,644.55,1.4079,1.417,1.3771,1.4083,0.06
Idaho,"[-114.521484375,44.37098696297173]",8,"Korea, South","[128.056640625,36.527294814546245]",670.58,494.92,220.15,154.7,11.5829,9.6331,5.1259,3.1722,-29.73
Mississippi,"[-90.010986328125,32.8149783969858]",4,China,"[106.435546875,34.23451236236987]",669.68,644.19,519.52,564.27,5.3941,5.609,4.7889,5.3767,8.61
Kansas,"[-98.19580078125,38.53957267203905]",7,Brazil,"[-51.240234375,-9.44906182688142]",667.26,535.13,245.05,344.17,5.3556,4.4513,2.2922,3.3804,40.45
Colorado,"[-105.677490234375,39.198205348894795]",3,China,"[106.435546875,34.23451236236987]",658.64,653.4,659.23,589.46,7.7078,7.8123,8.2918,7.7762,-10.58
South Carolina,"[-80.9197998046875, 33.904616008362325]",6,Japan,"[138.8671875,36.4566360115962]",655.28,916.39,1802.63,1094.34,2.4877,3.0779,5.8171,3.4939,-39.29
Georgia,"[-83.419189453125,32.99023555965106]",14,Hong Kong,"[114.13970947265625,22.403410892712124]",652.73,790.71,913.54,714.65,1.737,2.0062,2.367,2.0049,-21.77
South Carolina,"[-80.9197998046875, 33.904616008362325]",18,Brazil,"[-51.240234375,-9.44906182688142]",652.4,592.27,485.22,363.71,2.4767,1.9893,1.5658,1.1612,-25.04
Florida,"[-81.947021484375,28.87353946316266]",25,Honduras,"[-86.824951171875,14.753635331540442]",651.39,662.59,710.96,711.68,1.077,1.1338,1.319,1.3673,0.1
Massachusetts,"[-72.0703125,42.32606244456202]",13,France,"[2.28515625,47.15984001304432]",647.22,603.7,575.1,635.53,2.4139,2.2046,2.274,2.4546,10.51
Pennsylvania,"[-78.28857421875,41.09591205639546]",12,Australia,"[134.560546875,-25.641526373065755]",645.12,740.31,586.28,685.92,1.5666,1.8319,1.4866,1.88,17
Utah,"[-111.6046142578125, 39.24501680713314]",11,Singapore,"[103.84552001953125,1.3154972002419345]",644.42,545.37,359.08,291.17,3.9998,4.4614,2.6981,2.4108,-18.91
Unidentified,"[-126.71630859375, 40.98819156349393]",12,Switzerland,"[8.3880615234375,46.76620587423741]",643.48,460.74,499.06,468.37,1.3493,0.9398,1.0669,1.0234,-6.15
Pennsylvania,"[-78.28857421875,41.09591205639546]",14,Italy,"[13.0078125,42.5530802889558]",641.31,618.77,583.67,533.92,1.5573,1.5312,1.48,1.4634,-8.52
Pennsylvania,"[-78.28857421875,41.09591205639546]",11,France,"[2.28515625,47.15984001304432]",639.01,620.72,642.62,700.58,1.5517,1.536,1.6295,1.9202,9.02
Massachusetts,"[-72.0703125,42.32606244456202]",10,Ireland,"[-7.745361328125,53.225768435790194]",638.36,794.29,842.97,948.64,2.3809,2.9005,3.3332,3.6639,12.53
New Jersey,"[-74.48181152343749,40.136890695345905]",14,Italy,"[13.0078125,42.5530802889558]",637.96,792.5,489.27,656.26,1.7425,2.1661,1.5259,2.1019,34.13
Alabama,"[-86.3092803955078,32.36662317982762]",13,Brazil,"[-51.240234375,-9.44906182688142]",631.04,474.69,333.63,238.57,3.2694,2.4405,1.7261,1.1682,-28.49
New Jersey,"[-74.48181152343749,40.136890695345905]",15,Singapore,"[103.84552001953125,1.3154972002419345]",629.24,699.58,604.4,638.08,1.7187,1.9121,1.885,2.0436,5.57
Utah,"[-111.6046142578125, 39.24501680713314]",7,Japan,"[138.8671875,36.4566360115962]",628.18,552.73,547.69,504.04,3.899,4.5216,4.1154,4.1733,-7.97
Unidentified,"[-126.71630859375, 40.98819156349393]",16,Chile,"[-71.3671875,-35.46066995149529]",627.21,561.48,465.25,400.21,1.3152,1.1453,0.9946,0.8744,-13.98
Georgia,"[-83.419189453125,32.99023555965106]",18,Turkey,"[35.859375,39.36827914916014]",626.3,635.84,516.08,525.43,1.6667,1.6133,1.3372,1.4741,1.81
West Virginia,"[-80.71380615234375, 38.732661120482334]",2,China,"[106.435546875,34.23451236236987]",625.67,556.29,456.31,465.18,7.1655,7.3225,7.8228,9.2199,1.94
Minnesota,"[-94.02099609375,46.30899569419859]",5,"Korea, South","[128.056640625,36.527294814546245]",624.14,713.05,771.02,821.65,3.0064,3.3324,3.852,4.2789,6.57
Unidentified,"[-126.71630859375, 40.98819156349393]",14,Brazil,"[-51.240234375,-9.44906182688142]",620.19,608.69,449.81,430.76,1.3005,1.2416,0.9616,0.9412,-4.24
Iowa,"[-93.55957031249999,42.05745022024682]",4,China,"[106.435546875,34.23451236236987]",618.68,949.16,1202.77,490.9,4.4499,6.281,9.0887,4.0519,-59.19
Oklahoma,"[-97.49267578125,35.65729624809628]",2,Mexico,"[-102.3046875,23.926013033021192]",613.57,612.5,565.71,536.37,8.867,9.7094,10.774,10.6256,-5.19
Georgia,"[-83.419189453125,32.99023555965106]",19,Taiwan,"[120.9375,23.725011735951796]",612.12,592.49,499.78,414.23,1.6289,1.5033,1.2949,1.1621,-17.12
Missouri,"[-92.515869140625,38.151837403006766]",4,Japan,"[138.8671875,36.4566360115962]",609.99,609.95,498.47,513.18,4.7073,4.2986,3.6523,3.6828,2.95
Arkansas,"[-92.28515625,35.06597313798418]",2,France,"[2.28515625,47.15984001304432]",604.91,439.18,464.94,783.24,8.4475,6.3963,7.9213,13.7232,68.46
Tennessee,"[-85.98175048828124, 35.980228800645676]",15,United Arab Emirates,"[54.4921875,23.75518176611264]",604.59,496.94,538.42,383.9,1.8618,1.4945,1.6522,1.2214,-28.7
Alaska,"[-151.611328125,65.25670649344259]",4,Canada,"[-105.64453124999999,57.61010702068388]",604.3,517.13,419.21,484.81,13.3463,10.1177,9.0744,11.1514,15.65
Puerto Rico,"[-66.533203125,18.2397859708389]",9,Dominican Republic,"[-70.18615722656249,18.92707243132612]",603.06,888.09,558.69,607.01,3.0205,4.379,2.7686,3.0523,8.65
South Carolina,"[-80.9197998046875, 33.904616008362325]",9,"Korea, South","[128.056640625,36.527294814546245]",602.18,631.76,587.45,633.79,2.2861,2.1219,1.8957,2.0235,7.89
Florida,"[-81.947021484375,28.87353946316266]",22,France,"[2.28515625,47.15984001304432]",601.81,661.85,751.51,901.83,0.995,1.1325,1.3943,1.7326,20
Iowa,"[-93.55957031249999,42.05745022024682]",9,Brazil,"[-51.240234375,-9.44906182688142]",601.59,501.51,256.93,251.88,4.3269,3.3187,1.9415,2.079,-1.96
Hawaii,"[-155.56640625,19.68397023588844]",0,World,,598.74,1447.49,1896.39,795.49,0.0379,0.0892,0.1262,0.0548,-58.05
New York,"[-75.706787109375,42.771211138625894]",24,Saudi Arabia,"[46.23046874999999,24.206889622398023]",598.02,464.24,516.92,364.33,0.6921,0.5226,0.6218,0.4749,-29.52
Michigan,"[-84.638671875,44.84029065139799]",8,Italy,"[13.0078125,42.5530802889558]",597.38,689.09,1056.1,906.44,1.0057,1.1969,1.9574,1.6567,-14.17
Montana,"[-109.2041015625,47.07012182383309]",1,Canada,"[-105.64453124999999,57.61010702068388]",596.46,563.27,523.05,634.89,39.6108,36.4595,37.2522,46.6796,21.38
Nevada,"[-116.8505859375,39.45316112807394]",4,China,"[106.435546875,34.23451236236987]",592.8,584.3,427.7,585.44,6.813,7.5965,4.9351,5.9964,36.88
New Hampshire,"[-71.575927734375,43.68773584519811]",1,Canada,"[-105.64453124999999,57.61010702068388]",590.45,592.69,536.53,559.47,16.8169,14.001,13.4088,13.5039,4.28
Nebraska,"[-99.7998046875,41.812267143599804]",4,China,"[106.435546875,34.23451236236987]",588.23,609.53,484.78,471.7,7.9566,7.7257,7.2752,7.393,-2.7
Pennsylvania,"[-78.28857421875,41.09591205639546]",15,Singapore,"[103.84552001953125,1.3154972002419345]",574.25,706.05,469.8,497.87,1.3945,1.7472,1.1913,1.3646,5.97
Virginia,"[-78.62091064453125, 37.67077737288316]",7,Netherlands,"[5.537109374999999,52.02545860348814]",570.33,504.14,555.55,534.67,3.1869,2.5999,3.1208,3.2776,-3.76
Connecticut,"[-72.6800537109375,41.67086022030498]",10,"Korea, South","[128.056640625,36.527294814546245]",569.26,659.88,457.53,364.66,3.4655,4.1339,3.0017,2.5334,-20.3
Arizona,"[-112.093505859375,33.44977658311846]",15,Hong Kong,"[114.13970947265625,22.403410892712124]",567.38,350.42,420.42,386.78,2.9129,1.6492,1.8557,1.7568,-8
Nebraska,"[-99.7998046875,41.812267143599804]",3,Japan,"[138.8671875,36.4566360115962]",565.88,759.97,884.03,694.58,7.6543,9.6325,13.2669,10.8862,-21.43
Unidentified,"[-126.71630859375, 40.98819156349393]",11,Netherlands,"[5.537109374999999,52.02545860348814]",565.1,591.75,533.85,517.12,1.185,1.2071,1.1413,1.1299,-3.13
Maryland,"[-76.83425903320312,39.470125122358176]",5,China,"[106.435546875,34.23451236236987]",564.28,733.38,486.78,484.48,4.8037,5.9974,4.8427,5.0162,-0.47
Indiana,"[-86.15478515625,39.85072092501597]",10,Australia,"[134.560546875,-25.641526373065755]",564.19,618.23,512.41,767.44,1.6489,1.7371,1.5152,2.2145,49.77
Washington,"[-120.1080322265625, 48.011975126709956]",14,France,"[2.28515625,47.15984001304432]",561.68,678.61,1389.86,1488.97,0.6881,0.7494,1.609,1.8715,7.13
Hawaii,"[-155.56640625,19.68397023588844]",0,Top 25,,561.56,1289.45,1792.54,782.72,93.7901,89.0819,94.5235,98.3942,-56.33
Georgia,"[-83.419189453125,32.99023555965106]",17,Italy,"[13.0078125,42.5530802889558]",560.28,527.53,658.59,532.71,1.491,1.3385,1.7064,1.4945,-19.11
Ohio,"[-82.6611328125,40.40513069752789]",17,Singapore,"[103.84552001953125,1.3154972002419345]",559.94,691.78,568.51,464.6,1.0969,1.3141,1.1113,0.9424,-18.28
Virginia,"[-78.62091064453125, 37.67077737288316]",9,Japan,"[138.8671875,36.4566360115962]",554.06,519.45,444.93,443.98,3.096,2.6789,2.4994,2.7216,-0.21
Pennsylvania,"[-78.28857421875,41.09591205639546]",18,Ireland,"[-7.745361328125,53.225768435790194]",552.54,193.82,554.77,459.6,1.3417,0.4796,1.4067,1.2597,-17.16
Minnesota,"[-94.02099609375,46.30899569419859]",11,Philippines,"[122.87109375,11.39387923296741]",552.4,570.7,471.78,436.43,2.6609,2.6671,2.357,2.2728,-7.49
Alabama,"[-86.3092803955078,32.36662317982762]",7,"Korea, South","[128.056640625,36.527294814546245]",552.11,599.66,464.04,508.35,2.8605,3.083,2.4008,2.4892,9.55
New Jersey,"[-74.48181152343749,40.136890695345905]",10,Saudi Arabia,"[46.23046874999999,24.206889622398023]",549.36,1120.28,850.07,846.71,1.5005,3.062,2.6512,2.7118,-0.4
Washington,"[-120.1080322265625, 48.011975126709956]",10,Turkey,"[35.859375,39.36827914916014]",547.61,1339.71,1921.6,2167.98,0.6708,1.4794,2.2246,2.725,12.82
Utah,"[-111.6046142578125, 39.24501680713314]",4,Mexico,"[-102.3046875,23.926013033021192]",546.79,742.02,853.94,740.89,3.3939,6.0701,6.4166,6.1344,-13.24
Indiana,"[-86.15478515625,39.85072092501597]",15,Ireland,"[-7.745361328125,53.225768435790194]",545.73,603.68,915.82,444.49,1.595,1.6962,2.708,1.2826,-51.47
Idaho,"[-114.521484375,44.37098696297173]",3,Taiwan,"[120.9375,23.725011735951796]",540.88,472.55,528.56,637.27,9.3425,9.1976,12.307,13.0675,20.57
Connecticut,"[-72.6800537109375,41.67086022030498]",11,Singapore,"[103.84552001953125,1.3154972002419345]",538.37,335.85,278.49,333.72,3.2774,2.1039,1.8271,2.3185,19.83
Georgia,"[-83.419189453125,32.99023555965106]",15,Saudi Arabia,"[46.23046874999999,24.206889622398023]",533.38,687.75,1104.24,631.61,1.4194,1.745,2.8611,1.772,-42.8
Michigan,"[-84.638671875,44.84029065139799]",14,United Arab Emirates,"[54.4921875,23.75518176611264]",532.22,626.55,458.71,402.78,0.896,1.0883,0.8502,0.7362,-12.19
Georgia,"[-83.419189453125,32.99023555965106]",20,India,"[78.662109375,22.228090416784486]",529.91,434.18,392.12,396.13,1.4102,1.1016,1.016,1.1113,1.02
Minnesota,"[-94.02099609375,46.30899569419859]",9,United Kingdom,"[-2.0654296875,54.16243396806779]",528.71,528.66,533.01,564.43,2.5468,2.4706,2.6629,2.9394,5.9
Connecticut,"[-72.6800537109375,41.67086022030498]",8,Japan,"[138.8671875,36.4566360115962]",527.59,540.84,526.53,526.14,3.2118,3.3881,3.4544,3.6552,-0.07
New Jersey,"[-74.48181152343749,40.136890695345905]",19,Australia,"[134.560546875,-25.641526373065755]",526.84,520.04,457.46,475.49,1.439,1.4214,1.4267,1.5229,3.94
Virginia,"[-78.62091064453125, 37.67077737288316]",12,Singapore,"[103.84552001953125,1.3154972002419345]",526.06,524.24,349.77,297.24,2.9395,2.7036,1.9649,1.8221,-15.02
Florida,"[-81.947021484375,28.87353946316266]",24,"Korea, South","[128.056640625,36.527294814546245]",525.73,653.24,728.2,772.61,0.8692,1.1178,1.351,1.4844,6.1
New Jersey,"[-74.48181152343749,40.136890695345905]",17,Taiwan,"[120.9375,23.725011735951796]",519.82,475,490.11,502.55,1.4198,1.2983,1.5286,1.6096,2.54
West Virginia,"[-80.71380615234375, 38.732661120482334]",4,Brazil,"[-51.240234375,-9.44906182688142]",519.09,475.79,308.29,264.4,5.9449,6.2629,5.2851,5.2405,-14.24
Indiana,"[-86.15478515625,39.85072092501597]",13,Spain,"[-3.076171875,40.27952566881291]",518.83,300.02,526.26,464.72,1.5163,0.843,1.5561,1.341,-11.69
Minnesota,"[-94.02099609375,46.30899569419859]",15,Netherlands,"[5.537109374999999,52.02545860348814]",518.38,319.52,339.36,370.12,2.497,1.4933,1.6954,1.9275,9.07
Louisiana,"[-92.26318359375,30.968189296794247]",17,India,"[78.662109375,22.228090416784486]",517.62,432.16,507.73,683.18,0.8184,0.6672,1.0429,1.411,34.56
South Carolina,"[-80.9197998046875, 33.904616008362325]",10,Belgium,"[4.7515869140625,50.73297844827752]",513.73,718.64,669.55,615.57,1.9503,2.4137,2.1606,1.9653,-8.06
Ohio,"[-82.6611328125,40.40513069752789]",19,Switzerland,"[8.3880615234375,46.76620587423741]",509.15,624.12,564.71,419.36,0.9974,1.1856,1.1039,0.8507,-25.74
Ohio,"[-82.6611328125,40.40513069752789]",15,Italy,"[13.0078125,42.5530802889558]",506.57,746.84,534.35,487.42,0.9923,1.4187,1.0445,0.9887,-8.78
Massachusetts,"[-72.0703125,42.32606244456202]",14,Singapore,"[103.84552001953125,1.3154972002419345]",501.85,563.85,564.43,610.79,1.8717,2.059,2.2318,2.359,8.21
Kentucky,"[-85.26489257812499,37.501010429493284]",14,Belgium,"[4.7515869140625,50.73297844827752]",499.28,497.17,483.86,446.48,1.9647,1.7911,1.7503,1.5291,-7.72
Maryland,"[-76.83425903320312,39.470125122358176]",4,United Kingdom,"[-2.0654296875,54.16243396806779]",497.63,486.47,566.87,529.49,4.2364,3.9783,5.6395,5.4823,-6.59
Delaware,"[-75.45135498046875,38.982897808179985]",1,United Kingdom,"[-2.0654296875,54.16243396806779]",494.52,488.25,882.35,549.3,9.2828,9.2692,16.3161,12.1194,-37.75
Maryland,"[-76.83425903320312,39.470125122358176]",7,Mexico,"[-102.3046875,23.926013033021192]",494.11,463.06,445.14,421.77,4.2064,3.7868,4.4285,4.3669,-5.25
Minnesota,"[-94.02099609375,46.30899569419859]",8,Singapore,"[103.84552001953125,1.3154972002419345]",492.96,531.78,512.1,572.94,2.3745,2.4852,2.5584,2.9837,11.88
Vermont,"[-72.740478515625, 44.03824429423549]",4,China,"[106.435546875,34.23451236236987]",491.04,274.87,220.04,176.26,12.195,7.4904,6.9161,5.8955,-19.89
Kentucky,"[-85.26489257812499,37.501010429493284]",12,Austria,"[14.820556640625,47.57652571374621]",488.74,361.37,576.6,568.37,1.9233,1.3019,2.0858,1.9465,-1.43
Connecticut,"[-72.6800537109375,41.67086022030498]",9,Netherlands,"[5.537109374999999,52.02545860348814]",486.66,490.24,476.59,499.06,2.9626,3.0711,3.1267,3.4671,4.72
Georgia,"[-83.419189453125,32.99023555965106]",16,France,"[2.28515625,47.15984001304432]",486.62,520.76,548.02,568.18,1.2949,1.3213,1.4199,1.594,3.68
Illinois,"[-89.000244140625,40.10328591293439]",20,Indonesia,"[120.234375,-2.0210651187669897]",486.1,514.11,354.88,460.69,0.7341,0.7517,0.5597,0.7709,29.82
Minnesota,"[-94.02099609375,46.30899569419859]",14,Hong Kong,"[114.13970947265625,22.403410892712124]",484.51,429.04,398.11,377.84,2.3339,2.0051,1.9889,1.9677,-5.09
Indiana,"[-86.15478515625,39.85072092501597]",21,Hong Kong,"[114.13970947265625,22.403410892712124]",483.37,499.98,233.03,225.37,1.4127,1.4049,0.6891,0.6503,-3.29
Rhode Island,"[-71.575927734375,41.668808555620586]",1,Canada,"[-105.64453124999999,57.61010702068388]",483.35,497.19,530.57,530.68,22.3349,20.8161,24.8778,23.2978,0.02
Mississippi,"[-90.010986328125,32.8149783969858]",7,Netherlands,"[5.537109374999999,52.02545860348814]",482.87,307.92,282.8,401.41,3.8893,2.681,2.6068,3.8249,41.94
Louisiana,"[-92.26318359375,30.968189296794247]",21,Saudi Arabia,"[46.23046874999999,24.206889622398023]",482.01,610.94,568.02,653.21,0.7621,0.9432,1.1667,1.3491,15
North Carolina,"[-79.530029296875,35.55010533588552]",15,India,"[78.662109375,22.228090416784486]",481.47,422.07,403.7,454.87,1.6406,1.3433,1.3367,1.5081,12.68
Mississippi,"[-90.010986328125,32.8149783969858]",14,Brazil,"[-51.240234375,-9.44906182688142]",480.96,445.32,182.83,193.68,3.874,3.8774,1.6853,1.8455,5.94
Wisconsin,"[-89.77203369140625, 44.70575417971902]",15,Brazil,"[-51.240234375,-9.44906182688142]",477.21,515.46,402.62,236.1,2.0649,2.2004,1.7943,1.1231,-41.36
Kansas,"[-98.19580078125,38.53957267203905]",5,United Kingdom,"[-2.0654296875,54.16243396806779]",476.88,522.51,433.46,431.31,3.8275,4.3463,4.0547,4.2363,-0.5
Utah,"[-111.6046142578125, 39.24501680713314]",6,Taiwan,"[120.9375,23.725011735951796]",476.58,676.82,710.23,610.17,2.9581,5.5368,5.3367,5.052,-14.09
Wisconsin,"[-89.77203369140625, 44.70575417971902]",22,Chile,"[-71.3671875,-35.46066995149529]",473.69,289.51,283.68,160.1,2.0497,1.2359,1.2643,0.7616,-43.56
Pennsylvania,"[-78.28857421875,41.09591205639546]",13,India,"[78.662109375,22.228090416784486]",473.59,705.92,757.85,535.74,1.15,1.7469,1.9217,1.4684,-29.31
West Virginia,"[-80.71380615234375, 38.732661120482334]",11,Italy,"[13.0078125,42.5530802889558]",473.01,424.46,176.85,127.92,5.4171,5.5871,3.0319,2.5354,-27.67
Idaho,"[-114.521484375,44.37098696297173]",4,China,"[106.435546875,34.23451236236987]",468.12,481.66,560.55,620.04,8.0858,9.3749,13.0518,12.7141,10.61
Ohio,"[-82.6611328125,40.40513069752789]",13,Belgium,"[4.7515869140625,50.73297844827752]",464.94,559.76,545.55,635.42,0.9108,1.0633,1.0664,1.2889,16.47
Arizona,"[-112.093505859375,33.44977658311846]",9,Thailand,"[101.35986328125,15.813395760460585]",464.3,511.09,602.1,493.75,2.3837,2.4054,2.6576,2.2426,-18
North Carolina,"[-79.530029296875,35.55010533588552]",14,Australia,"[134.560546875,-25.641526373065755]",463.67,467.96,483.65,520.3,1.5799,1.4894,1.6014,1.7251,7.58
Massachusetts,"[-72.0703125,42.32606244456202]",16,Italy,"[13.0078125,42.5530802889558]",461.24,506.45,454.68,407.31,1.7203,1.8494,1.7979,1.5731,-10.42
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",2,Guadeloupe,"[-61.527557373046875,16.254230549391156]",461.1,303.61,14.97,40.37,46.2279,21.6044,10.0239,13.403,169.76
Wisconsin,"[-89.77203369140625, 44.70575417971902]",10,France,"[2.28515625,47.15984001304432]",460.01,489.85,457.27,436.98,1.9905,2.0911,2.0379,2.0788,-4.44
Arizona,"[-112.093505859375,33.44977658311846]",10,France,"[2.28515625,47.15984001304432]",459.09,462.22,464,471.3,2.3569,2.1754,2.0481,2.1407,1.57
Virginia,"[-78.62091064453125, 37.67077737288316]",8,Taiwan,"[120.9375,23.725011735951796]",458.39,519.89,569.32,523.85,2.5614,2.6811,3.1982,3.2112,-7.99
Maryland,"[-76.83425903320312,39.470125122358176]",11,Japan,"[138.8671875,36.4566360115962]",457.54,440.05,398.55,352.21,3.895,3.5986,3.965,3.6467,-11.63
Minnesota,"[-94.02099609375,46.30899569419859]",13,Australia,"[134.560546875,-25.641526373065755]",457.06,466.01,456.2,380.93,2.2016,2.1779,2.2791,1.9837,-16.5
South Carolina,"[-80.9197998046875, 33.904616008362325]",14,Saudi Arabia,"[46.23046874999999,24.206889622398023]",456.65,385.1,524.77,478.4,1.7336,1.2935,1.6934,1.5274,-8.84
Missouri,"[-92.515869140625,38.151837403006766]",7,"Korea, South","[128.056640625,36.527294814546245]",455.57,474.21,441.15,326.18,3.5157,3.3419,3.2324,2.3408,-26.06
Georgia,"[-83.419189453125,32.99023555965106]",24,Poland,"[19.599609375,52.214338608258196]",455.31,448.92,461.37,326.5,1.2116,1.139,1.1954,0.916,-29.23
Ohio,"[-82.6611328125,40.40513069752789]",16,Hong Kong,"[114.13970947265625,22.403410892712124]",452.91,499.46,431.53,480.69,0.8872,0.9488,0.8435,0.975,11.39
New Jersey,"[-74.48181152343749,40.136890695345905]",16,India,"[78.662109375,22.228090416784486]",452.08,540.08,624.91,503.51,1.2348,1.4762,1.949,1.6126,-19.43
Ohio,"[-82.6611328125,40.40513069752789]",18,Taiwan,"[120.9375,23.725011735951796]",451.95,454.02,512.41,424.04,0.8853,0.8625,1.0016,0.8601,-17.25
West Virginia,"[-80.71380615234375, 38.732661120482334]",13,United Kingdom,"[-2.0654296875,54.16243396806779]",450.86,327.31,212.09,102.93,5.1634,4.3084,3.6359,2.04,-51.47
Delaware,"[-75.45135498046875,38.982897808179985]",5,China,"[106.435546875,34.23451236236987]",449.41,456.01,387.46,340.82,8.436,8.6572,7.1648,7.5196,-12.04
Tennessee,"[-85.98175048828124, 35.980228800645676]",16,Chile,"[-71.3671875,-35.46066995149529]",449.04,376.34,439.51,343.9,1.3828,1.1318,1.3487,1.0941,-21.75
Indiana,"[-86.15478515625,39.85072092501597]",11,Belgium,"[4.7515869140625,50.73297844827752]",448.97,866.6,728.67,573.82,1.3122,2.435,2.1546,1.6558,-21.25
Illinois,"[-89.000244140625,40.10328591293439]",24,Colombia,"[-73.037109375,3.8204080831949407]",448.03,505.32,443.07,426.18,0.6767,0.7388,0.6988,0.7132,-3.81
Puerto Rico,"[-66.533203125,18.2397859708389]",12,Mexico,"[-102.3046875,23.926013033021192]",445.71,577.97,419.64,460.34,2.2324,2.8499,2.0795,2.3148,9.7
Michigan,"[-84.638671875,44.84029065139799]",12,France,"[2.28515625,47.15984001304432]",443.56,447.34,455.75,533.89,0.7467,0.777,0.8447,0.9758,17.14
Colorado,"[-105.677490234375,39.198205348894795]",4,Japan,"[138.8671875,36.4566360115962]",440.96,508.94,466.7,444.11,5.1605,6.0851,5.8703,5.8588,-4.84
