statename,coor1,rank,countryd,coor2,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
South Dakota,"[-100.162353515625, 44.861709529639704]",18,Saudi Arabia,"[46.23046874999999,24.206889622398023]",69.81,51.4,64.04,6.89,4.4125,3.2579,4.5096,0.5633,-89.24
New Hampshire,"[-71.575927734375,43.68773584519811]",17,Singapore,"[103.84552001953125,1.3154972002419345]",69.22,66.22,68.02,63.63,1.9715,1.5644,1.6999,1.5359,-6.45
West Virginia,"[-80.71380615234375, 38.732661120482334]",16,Hong Kong,"[114.13970947265625,22.403410892712124]",68.94,92.65,64.08,67.04,0.7896,1.2195,1.0986,1.3286,4.61
Missouri,"[-92.515869140625,38.151837403006766]",25,Argentina,"[-63.984375,-35.6037187406973]",68.89,47.01,67.61,53.47,0.5316,0.3313,0.4954,0.3837,-20.92
Nevada,"[-116.8505859375,39.45316112807394]",17,France,"[2.28515625,47.15984001304432]",68.83,96.68,60.92,82.77,0.7911,1.257,0.703,0.8477,35.85
Minnesota,"[-94.02099609375,46.30899569419859]",23,Costa Rica,"[-83.682861328125,9.893098633379584]",68.07,89.06,112.66,186.49,0.3279,0.4162,0.5628,0.9712,65.53
Rhode Island,"[-71.575927734375,41.668808555620586]",15,France,"[2.28515625,47.15984001304432]",67.98,54.09,43,39.77,3.1411,2.2646,2.0163,1.746,-7.51
Iowa,"[-93.55957031249999,42.05745022024682]",15,Colombia,"[-73.037109375,3.8204080831949407]",67.97,309.5,148.15,146.83,0.4889,2.0481,1.1195,1.2119,-0.89
New Mexico,"[-105.97412109375,34.32529192442733]",6,Germany,"[10.17333984375,51.12421275782688]",67.86,63.43,64.53,68.14,2.4892,1.6686,1.7065,1.8762,5.59
West Virginia,"[-80.71380615234375, 38.732661120482334]",25,Croatia,"[16.4794921875,45.4986468234261]",67.77,44.35,26.41,21.89,0.7761,0.5838,0.4528,0.4339,-17.11
Nebraska,"[-99.7998046875,41.812267143599804]",15,Thailand,"[101.35986328125,15.813395760460585]",66.91,38.56,41.95,52.15,0.9051,0.4888,0.6296,0.8174,24.32
Idaho,"[-114.521484375,44.37098696297173]",12,Brazil,"[-51.240234375,-9.44906182688142]",66.33,62.67,61.2,65.23,1.1457,1.2199,1.4251,1.3375,6.58
Montana,"[-109.2041015625,47.07012182383309]",8,Belgium,"[4.7515869140625,50.73297844827752]",65.41,43.75,40.93,31.5,4.3436,2.8321,2.915,2.3161,-23.03
New Hampshire,"[-71.575927734375,43.68773584519811]",16,Saudi Arabia,"[46.23046874999999,24.206889622398023]",65.16,174.49,118.82,65.88,1.8558,4.122,2.9696,1.5902,-44.56
Alaska,"[-151.611328125,65.25670649344259]",12,Belgium,"[4.7515869140625,50.73297844827752]",64.86,63.44,49.36,37.35,1.4325,1.2411,1.0685,0.8592,-24.33
Wyoming,"[-107.54791259765625, 43.53660274231031]",6,Chile,"[-71.3671875,-35.46066995149529]",64.54,62,46.08,38.63,4.7783,3.5285,3.9219,3.5179,-16.17
New Mexico,"[-105.97412109375,34.32529192442733]",14,Ireland,"[-7.745361328125,53.225768435790194]",64.3,100.88,51.7,29.42,2.3586,2.6536,1.3672,0.8101,-43.1
Colorado,"[-105.677490234375,39.198205348894795]",20,Italy,"[13.0078125,42.5530802889558]",62.4,64.36,83.21,70.35,0.7302,0.7695,1.0466,0.9281,-15.45
Nevada,"[-116.8505859375,39.45316112807394]",16,Malaysia,"[102.3486328125,3.5134210456400448]",62.4,75.54,103.56,86.34,0.7172,0.9821,1.195,0.8844,-16.62
Arkansas,"[-92.28515625,35.06597313798418]",24,El Salvador,"[-88.8409423828125,13.7313809749427]",62.35,55.89,51.39,50.49,0.8707,0.814,0.8756,0.8846,-1.75
West Virginia,"[-80.71380615234375, 38.732661120482334]",18,Singapore,"[103.84552001953125,1.3154972002419345]",62.21,46.92,45.36,47.19,0.7124,0.6176,0.7776,0.9352,4.03
Oregon,"[-120.21240234375001,43.76315996157264]",17,Switzerland,"[8.3880615234375,46.76620587423741]",62.18,60.91,203.56,248.97,0.3337,0.2916,1.0135,1.1446,22.31
Kansas,"[-98.19580078125,38.53957267203905]",24,Thailand,"[101.35986328125,15.813395760460585]",62.15,40.44,65.81,72.28,0.4989,0.3364,0.6156,0.7099,9.82
Alaska,"[-151.611328125,65.25670649344259]",9,Australia,"[134.560546875,-25.641526373065755]",62.05,111.16,85.8,73.55,1.3705,2.1749,1.8572,1.6918,-14.27
Puerto Rico,"[-66.533203125,18.2397859708389]",18,India,"[78.662109375,22.228090416784486]",60.97,74.96,114.06,169.2,0.3054,0.3696,0.5652,0.8508,48.34
Wyoming,"[-107.54791259765625, 43.53660274231031]",7,"Korea, South","[128.056640625,36.527294814546245]",60.86,48.36,37.4,37.55,4.5062,2.752,3.183,3.4193,0.39
Arkansas,"[-92.28515625,35.06597313798418]",15,Guatemala,"[-90.3570556640625,15.554252501699544]",60.24,68.15,67.65,71.65,0.8412,0.9926,1.1527,1.2554,5.91
Maine,"[-69.27978515625,45.40616374516014]",13,Italy,"[13.0078125,42.5530802889558]",59.96,52.08,68.95,38.71,2.2316,1.8528,2.4956,1.3462,-43.87
Nebraska,"[-99.7998046875,41.812267143599804]",18,Vietnam,"[108.43505859374999,14.32825967774278]",59.66,57.9,53.73,45.96,0.807,0.7339,0.8064,0.7203,-14.47
Idaho,"[-114.521484375,44.37098696297173]",11,Netherlands,"[5.537109374999999,52.02545860348814]",59.48,72.12,71.78,71.38,1.0273,1.4037,1.6713,1.4638,-0.55
Nevada,"[-116.8505859375,39.45316112807394]",19,Italy,"[13.0078125,42.5530802889558]",58.85,52.23,55.31,57.93,0.6763,0.679,0.6382,0.5933,4.73
West Virginia,"[-80.71380615234375, 38.732661120482334]",23,Argentina,"[-63.984375,-35.6037187406973]",58.55,31.97,31.58,22.95,0.6706,0.4208,0.5415,0.4548,-27.35
Vermont,"[-72.740478515625, 44.03824429423549]",12,Thailand,"[101.35986328125,15.813395760460585]",58.41,52.39,62.02,52.25,1.4507,1.4276,1.9495,1.7476,-15.76
North Dakota,"[-100.43701171875,47.4355191531953]",14,Venezuela,"[-65.10498046875,7.689217127736191]",58.26,32.57,11.95,17.41,1.3235,0.5909,0.2967,0.3277,45.75
Mississippi,"[-90.010986328125,32.8149783969858]",22,India,"[78.662109375,22.228090416784486]",57.91,69.24,84.84,110.15,0.4665,0.6029,0.782,1.0496,29.84
Iowa,"[-93.55957031249999,42.05745022024682]",12,Ireland,"[-7.745361328125,53.225768435790194]",57.53,99.31,120.37,189.87,0.4138,0.6572,0.9095,1.5671,57.74
Missouri,"[-92.515869140625,38.151837403006766]",20,Ireland,"[-7.745361328125,53.225768435790194]",57.53,162.96,203.14,84.55,0.444,1.1485,1.4884,0.6067,-58.38
Arkansas,"[-92.28515625,35.06597313798418]",18,Colombia,"[-73.037109375,3.8204080831949407]",57.42,73.74,71.44,62.59,0.8019,1.074,1.2172,1.0966,-12.39
Mississippi,"[-90.010986328125,32.8149783969858]",23,France,"[2.28515625,47.15984001304432]",57.19,61.34,71.01,105.8,0.4607,0.5341,0.6546,1.0081,48.98
Nebraska,"[-99.7998046875,41.812267143599804]",20,New Zealand,"[172.44140625,-42.553080288955805]",57.15,54.51,56.81,40.75,0.773,0.6909,0.8526,0.6387,-28.28
Maine,"[-69.27978515625,45.40616374516014]",2,Germany,"[10.17333984375,51.12421275782688]",56.91,54.81,103.61,216.48,2.1181,1.9497,3.7499,7.5292,108.94
Maine,"[-69.27978515625,45.40616374516014]",10,Netherlands,"[5.537109374999999,52.02545860348814]",56.62,63.66,51.8,50.52,2.1075,2.2646,1.8747,1.7569,-2.48
Delaware,"[-75.45135498046875,38.982897808179985]",14,Hong Kong,"[114.13970947265625,22.403410892712124]",56.58,112.62,152.75,77.83,1.0622,2.1381,2.8246,1.7173,-49.04
Rhode Island,"[-71.575927734375,41.668808555620586]",10,United Kingdom,"[-2.0654296875,54.16243396806779]",56.55,65.06,59.09,72.04,2.613,2.7238,2.7708,3.1627,21.91
Oklahoma,"[-97.49267578125,35.65729624809628]",23,Indonesia,"[120.234375,-2.0210651187669897]",56.51,56.55,33.91,33.99,0.8166,0.8964,0.6459,0.6733,0.22
Maine,"[-69.27978515625,45.40616374516014]",9,United Kingdom,"[-2.0654296875,54.16243396806779]",56.22,59.27,54.86,56.92,2.0926,2.1083,1.9855,1.9795,3.75
Delaware,"[-75.45135498046875,38.982897808179985]",20,Costa Rica,"[-83.682861328125,9.893098633379584]",56.15,70.09,62.67,55.15,1.054,1.3305,1.1588,1.2167,-12
Utah,"[-111.6046142578125, 39.24501680713314]",23,Israel,"[34.87060546875,31.09998179374943]",56.11,59.29,40.62,49.39,0.3483,0.485,0.3052,0.409,21.6
Vermont,"[-72.740478515625, 44.03824429423549]",10,Germany,"[10.17333984375,51.12421275782688]",56,59.96,60.44,71.49,1.3907,1.6338,1.8999,2.391,18.27
New Hampshire,"[-71.575927734375,43.68773584519811]",8,"Korea, South","[128.056640625,36.527294814546245]",55.91,68.25,61.17,162.29,1.5924,1.6123,1.5287,3.9172,165.33
Montana,"[-109.2041015625,47.07012182383309]",7,Mexico,"[-102.3046875,23.926013033021192]",55.81,92.85,40.74,36.74,3.7065,6.0099,2.9015,2.701,-9.83
Nebraska,"[-99.7998046875,41.812267143599804]",22,South Africa,"[24.0380859375,-28.478348692223175]",54.92,46.09,43.44,38.45,0.7429,0.5841,0.6519,0.6027,-11.48
Mississippi,"[-90.010986328125,32.8149783969858]",25,Afghanistan,"[67.12646484375,34.470335121217474]",53.81,14.59,14.99,88.97,0.4334,0.127,0.1382,0.8478,493.39
Vermont,"[-72.740478515625, 44.03824429423549]",9,United Kingdom,"[-2.0654296875,54.16243396806779]",53.23,75.14,86.65,72.75,1.3219,2.0475,2.7236,2.4332,-16.05
Nebraska,"[-99.7998046875,41.812267143599804]",16,Spain,"[-3.076171875,40.27952566881291]",53.18,60.84,42.4,47.62,0.7193,0.7711,0.6363,0.7463,12.31
Oklahoma,"[-97.49267578125,35.65729624809628]",24,Malaysia,"[102.3486328125,3.5134210456400448]",53.17,67.78,43.98,33.31,0.7683,1.0744,0.8377,0.6599,-24.27
Connecticut,"[-72.6800537109375,41.67086022030498]",25,Thailand,"[101.35986328125,15.813395760460585]",52.77,47.36,41.34,103.9,0.3212,0.2967,0.2712,0.7218,151.3
Nevada,"[-116.8505859375,39.45316112807394]",13,Netherlands,"[5.537109374999999,52.02545860348814]",52.69,77.4,84.49,115,0.6056,1.0063,0.9749,1.1779,36.11
Delaware,"[-75.45135498046875,38.982897808179985]",8,Kuwait,"[47.559814453125,29.358239465729348]",52.09,48.86,160.43,155.69,0.9778,0.9275,2.9666,3.4351,-2.95
Nebraska,"[-99.7998046875,41.812267143599804]",19,United Kingdom,"[-2.0654296875,54.16243396806779]",51.95,41.89,42.99,43.46,0.7027,0.531,0.6451,0.6811,1.1
Vermont,"[-72.740478515625, 44.03824429423549]",7,Netherlands,"[5.537109374999999,52.02545860348814]",51.9,93.54,107.77,114.42,1.2889,2.5491,3.3874,3.8272,6.17
Arkansas,"[-92.28515625,35.06597313798418]",16,Switzerland,"[8.3880615234375,46.76620587423741]",51.54,44.75,6.05,71.15,0.7197,0.6517,0.1032,1.2466,1075.15
Nebraska,"[-99.7998046875,41.812267143599804]",17,Singapore,"[103.84552001953125,1.3154972002419345]",50.63,71.28,54.64,46.44,0.6848,0.9035,0.8201,0.7279,-15.01
District of Colombia,"[-92.33339309692383,38.95193338118615]",25,Denmark,"[9.667968749999998,55.986091533808384]",50.36,78.11,7.77,2.28,1.8598,8.307,0.7141,0.1715,-70.62
Nevada,"[-116.8505859375,39.45316112807394]",21,Brazil,"[-51.240234375,-9.44906182688142]",50.2,77.31,64.55,51.39,0.577,1.0051,0.7449,0.5263,-20.39
Alaska,"[-151.611328125,65.25670649344259]",10,France,"[2.28515625,47.15984001304432]",49.64,50.84,46.31,54.9,1.0963,0.9947,1.0023,1.2629,18.57
Montana,"[-109.2041015625,47.07012182383309]",6,Japan,"[138.8671875,36.4566360115962]",49.23,61.55,76.94,50.46,3.269,3.9843,5.4798,3.7103,-34.41
Arkansas,"[-92.28515625,35.06597313798418]",13,Netherlands,"[5.537109374999999,52.02545860348814]",49.01,63.37,118.7,99.17,0.6844,0.9229,2.0224,1.7375,-16.46
Wyoming,"[-107.54791259765625, 43.53660274231031]",8,Mexico,"[-102.3046875,23.926013033021192]",48.9,30.78,29.58,35.23,3.6204,1.7518,2.5172,3.2086,19.13
South Dakota,"[-100.162353515625, 44.861709529639704]",3,China,"[106.435546875,34.23451236236987]",48.54,39.27,33.96,64.76,3.0679,2.4892,2.3914,5.2937,90.71
Oklahoma,"[-97.49267578125,35.65729624809628]",13,France,"[2.28515625,47.15984001304432]",48.38,42.86,45.37,68.21,0.6991,0.6794,0.8641,1.3512,50.33
Colorado,"[-105.677490234375,39.198205348894795]",25,Chile,"[-71.3671875,-35.46066995149529]",48.37,63.55,58.37,44.17,0.5661,0.7598,0.7342,0.5827,-24.33
Wyoming,"[-107.54791259765625, 43.53660274231031]",18,Venezuela,"[-65.10498046875,7.689217127736191]",47.22,43.83,34.81,18.66,3.4964,2.4944,2.9623,1.699,-46.4
Maine,"[-69.27978515625,45.40616374516014]",8,Belgium,"[4.7515869140625,50.73297844827752]",46.63,41.25,46.76,60.16,1.7354,1.4674,1.6925,2.0924,28.65
Utah,"[-111.6046142578125, 39.24501680713314]",21,Spain,"[-3.076171875,40.27952566881291]",45.74,52.35,44.8,63.17,0.2839,0.4283,0.3366,0.523,41.01
Alabama,"[-86.3092803955078,32.36662317982762]",25,Kuwait,"[47.559814453125,29.358239465729348]",45.25,33.59,27.22,104.59,0.2345,0.1727,0.1408,0.5121,284.27
Arkansas,"[-92.28515625,35.06597313798418]",10,United Arab Emirates,"[54.4921875,23.75518176611264]",45.1,40.75,71.97,141.83,0.6298,0.5935,1.2262,2.485,97.06
Nevada,"[-116.8505859375,39.45316112807394]",24,Taiwan,"[120.9375,23.725011735951796]",45.03,47.22,43.4,46.29,0.5175,0.6139,0.5008,0.4742,6.67
New Mexico,"[-105.97412109375,34.32529192442733]",8,Belgium,"[4.7515869140625,50.73297844827752]",44.67,59.2,78.42,46.42,1.6385,1.5571,2.0738,1.2784,-40.8
Wyoming,"[-107.54791259765625, 43.53660274231031]",4,Japan,"[138.8671875,36.4566360115962]",44.48,67.6,63.58,52.61,3.2933,3.8472,5.4112,4.7911,-17.25
Rhode Island,"[-71.575927734375,41.668808555620586]",4,Dominican Republic,"[-70.18615722656249,18.92707243132612]",44.33,59.83,92.79,154.4,2.0486,2.5049,4.3508,6.7783,66.4
Arkansas,"[-92.28515625,35.06597313798418]",23,Haiti,"[-72.3284912109375,19.108838815166006]",44.22,41.62,44.5,50.79,0.6175,0.6062,0.7582,0.89,14.13
Iowa,"[-93.55957031249999,42.05745022024682]",18,Turkey,"[35.859375,39.36827914916014]",43.99,37.22,52.94,100,0.3164,0.2463,0.4,0.8254,88.89
Kansas,"[-98.19580078125,38.53957267203905]",21,Chile,"[-71.3671875,-35.46066995149529]",43.93,51.31,65.15,76.57,0.3526,0.4268,0.6095,0.7521,17.53
Utah,"[-111.6046142578125, 39.24501680713314]",25,Sweden,"[17.7099609375,64.79284777557432]",43.1,44.53,45.5,43.05,0.2675,0.3643,0.3419,0.3564,-5.38
West Virginia,"[-80.71380615234375, 38.732661120482334]",21,Taiwan,"[120.9375,23.725011735951796]",43.04,48.51,34.05,29.59,0.4929,0.6385,0.5838,0.5865,-13.1
Maine,"[-69.27978515625,45.40616374516014]",11,Mexico,"[-102.3046875,23.926013033021192]",42.65,53.54,59.56,46.13,1.5875,1.9045,2.1557,1.6044,-22.55
Alaska,"[-151.611328125,65.25670649344259]",11,Finland,"[26.323242187499996,62.95522304515911]",42.57,64.64,56.8,44.59,0.9401,1.2647,1.2295,1.0257,-21.49
Vermont,"[-72.740478515625, 44.03824429423549]",14,France,"[2.28515625,47.15984001304432]",42.56,58.17,51.61,40.54,1.057,1.5851,1.6222,1.3561,-21.44
Delaware,"[-75.45135498046875,38.982897808179985]",24,India,"[78.662109375,22.228090416784486]",42.42,48.26,38.46,39.81,0.7962,0.9163,0.7111,0.8783,3.52
Hawaii,"[-155.56640625,19.68397023588844]",6,"Korea, South","[128.056640625,36.527294814546245]",41.74,93.46,45.69,49.79,6.9715,6.4565,2.4095,6.2594,8.97
Wyoming,"[-107.54791259765625, 43.53660274231031]",17,Netherlands,"[5.537109374999999,52.02545860348814]",41.56,24.93,19.89,22.07,3.0768,1.4189,1.6925,2.0097,10.97
Alaska,"[-151.611328125,65.25670649344259]",16,Thailand,"[101.35986328125,15.813395760460585]",41.13,41.46,48.79,26.71,0.9084,0.8111,1.0561,0.6143,-45.26
New Mexico,"[-105.97412109375,34.32529192442733]",21,Brazil,"[-51.240234375,-9.44906182688142]",41,33.27,18.87,13.03,1.5039,0.8751,0.499,0.3587,-30.96
Maine,"[-69.27978515625,45.40616374516014]",17,Turkey,"[35.859375,39.36827914916014]",40.98,4.55,15.57,25.89,1.5254,0.1618,0.5634,0.9003,66.3
South Dakota,"[-100.162353515625, 44.861709529639704]",4,Japan,"[138.8671875,36.4566360115962]",40.62,42.58,56.39,61.08,2.5672,2.6992,3.9709,4.9931,8.33
Nevada,"[-116.8505859375,39.45316112807394]",18,Argentina,"[-63.984375,-35.6037187406973]",40.58,41.47,51.41,65.16,0.4664,0.5391,0.5932,0.6674,26.74
Nevada,"[-116.8505859375,39.45316112807394]",20,Peru,"[-75.1904296875,-10.09867012060338]",40.52,25.49,40.15,53.09,0.4656,0.3313,0.4633,0.5437,32.22
New Mexico,"[-105.97412109375,34.32529192442733]",4,Japan,"[138.8671875,36.4566360115962]",40.5,73.32,69.09,238.67,1.4857,1.9287,1.8271,6.5721,245.47
Colorado,"[-105.677490234375,39.198205348894795]",23,Ireland,"[-7.745361328125,53.225768435790194]",40.4,27.03,66.63,52.3,0.4728,0.3232,0.8381,0.6899,-21.51
New Mexico,"[-105.97412109375,34.32529192442733]",16,Australia,"[134.560546875,-25.641526373065755]",40.4,28.83,16.26,17.66,1.4819,0.7584,0.4299,0.4862,8.62
North Dakota,"[-100.43701171875,47.4355191531953]",5,Germany,"[10.17333984375,51.12421275782688]",40.08,42.51,42.97,43.35,0.9106,0.7711,1.067,0.8159,0.9
Arkansas,"[-92.28515625,35.06597313798418]",19,Italy,"[13.0078125,42.5530802889558]",39.77,35.74,44.63,60.24,0.5555,0.5205,0.7603,1.0555,34.99
Rhode Island,"[-71.575927734375,41.668808555620586]",14,Hong Kong,"[114.13970947265625,22.403410892712124]",39.57,41.19,43.91,45.02,1.8284,1.7244,2.059,1.9766,2.53
West Virginia,"[-80.71380615234375, 38.732661120482334]",22,Australia,"[134.560546875,-25.641526373065755]",39.27,52.62,33.49,27.42,0.4497,0.6926,0.5741,0.5434,-18.13
Alaska,"[-151.611328125,65.25670649344259]",22,Ukraine,"[31.772460937500004,49.210420445650286]",39.04,19.48,4.13,11.17,0.8622,0.3812,0.0893,0.2569,170.64
South Dakota,"[-100.162353515625, 44.861709529639704]",5,Australia,"[134.560546875,-25.641526373065755]",38.84,29.07,33.95,29.28,2.455,1.8429,2.3907,2.3934,-13.75
Oklahoma,"[-97.49267578125,35.65729624809628]",22,Chile,"[-71.3671875,-35.46066995149529]",38.24,40.48,38.89,36.04,0.5527,0.6416,0.7408,0.7139,-7.35
Nebraska,"[-99.7998046875,41.812267143599804]",21,Chile,"[-71.3671875,-35.46066995149529]",38.06,36.56,21.87,40.43,0.5148,0.4634,0.3282,0.6337,84.9
New Mexico,"[-105.97412109375,34.32529192442733]",12,United Kingdom,"[-2.0654296875,54.16243396806779]",37.62,30.04,32.57,36.87,1.38,0.7901,0.8614,1.0151,13.19
Arizona,"[-112.093505859375,33.44977658311846]",25,Spain,"[-3.076171875,40.27952566881291]",37.17,42.19,74.23,91.53,0.1908,0.1986,0.3277,0.4157,23.3
New Hampshire,"[-71.575927734375,43.68773584519811]",19,Israel,"[34.87060546875,31.09998179374943]",37.07,43.71,47.75,51.01,1.0558,1.0326,1.1933,1.2313,6.84
Maine,"[-69.27978515625,45.40616374516014]",12,Australia,"[134.560546875,-25.641526373065755]",36.85,36.25,29.87,40.94,1.3715,1.2895,1.0809,1.4238,37.07
Nevada,"[-116.8505859375,39.45316112807394]",25,Thailand,"[101.35986328125,15.813395760460585]",36.83,61.87,35.54,45.49,0.4232,0.8044,0.4101,0.4659,27.97
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",6,Sint Maarten,"[-63.04950714111328,18.065249913895432]",35.05,48.82,48.93,18.63,3.5143,3.4743,32.7726,6.1842,-61.93
Wyoming,"[-107.54791259765625, 43.53660274231031]",16,Taiwan,"[120.9375,23.725011735951796]",35.03,40.53,40.01,22.18,2.5934,2.3063,3.4051,2.0196,-44.57
New Hampshire,"[-71.575927734375,43.68773584519811]",24,Taiwan,"[120.9375,23.725011735951796]",34.56,43.4,29.94,35.66,0.9845,1.0252,0.7483,0.8607,19.1
Maine,"[-69.27978515625,45.40616374516014]",16,Singapore,"[103.84552001953125,1.3154972002419345]",34.49,25.07,32.63,25.94,1.2838,0.8919,1.1809,0.9021,-20.51
New Hampshire,"[-71.575927734375,43.68773584519811]",15,Thailand,"[101.35986328125,15.813395760460585]",34.47,21.9,26.97,74.56,0.9819,0.5174,0.6741,1.7996,176.42
Oklahoma,"[-97.49267578125,35.65729624809628]",21,Turkey,"[35.859375,39.36827914916014]",34.24,33.5,36.04,43.49,0.4947,0.5311,0.6864,0.8615,20.66
New Hampshire,"[-71.575927734375,43.68773584519811]",25,Sweden,"[17.7099609375,64.79284777557432]",34.1,26.41,31.66,33.45,0.9713,0.6239,0.7912,0.8073,5.65
South Dakota,"[-100.162353515625, 44.861709529639704]",7,Belgium,"[4.7515869140625,50.73297844827752]",33.8,51.09,23.4,20.34,2.1364,3.2382,1.648,1.6625,-13.09
Colorado,"[-105.677490234375,39.198205348894795]",24,Indonesia,"[120.234375,-2.0210651187669897]",33.74,33.83,35.45,50.29,0.3949,0.4045,0.4459,0.6635,41.86
Maine,"[-69.27978515625,45.40616374516014]",14,Hong Kong,"[114.13970947265625,22.403410892712124]",33.59,37.91,29.27,36.15,1.2503,1.3485,1.0592,1.2573,23.52
Idaho,"[-114.521484375,44.37098696297173]",17,Germany,"[10.17333984375,51.12421275782688]",33.57,27.02,42.85,27.3,0.5799,0.526,0.9978,0.5598,-36.3
Rhode Island,"[-71.575927734375,41.668808555620586]",7,Japan,"[138.8671875,36.4566360115962]",33.25,62.2,65.69,92.15,1.5366,2.6042,3.0803,4.0457,40.28
Nebraska,"[-99.7998046875,41.812267143599804]",25,Israel,"[34.87060546875,31.09998179374943]",33.1,27.57,35.62,28.85,0.4477,0.3495,0.5346,0.4522,-19
District of Colombia,"[-92.33339309692383,38.95193338118615]",2,Switzerland,"[8.3880615234375,46.76620587423741]",33.06,24.12,9.72,116.96,1.2209,2.5653,0.8935,8.7896,1103.12
Alaska,"[-151.611328125,65.25670649344259]",19,Lithuania,"[23.983154296875,55.37286814115173]",32.83,15.34,14.15,13.66,0.725,0.3001,0.3064,0.3142,-3.5
North Dakota,"[-100.43701171875,47.4355191531953]",6,Japan,"[138.8671875,36.4566360115962]",31.95,36.74,40.95,29.17,0.7258,0.6664,1.0169,0.549,-28.77
North Dakota,"[-100.43701171875,47.4355191531953]",11,Dominican Republic,"[-70.18615722656249,18.92707243132612]",31.88,12.88,18.84,18.73,0.7242,0.2336,0.4678,0.3525,-0.57
Montana,"[-109.2041015625,47.07012182383309]",5,India,"[78.662109375,22.228090416784486]",31.45,42.32,33.39,52.15,2.0887,2.7392,2.3781,3.8343,56.18
Rhode Island,"[-71.575927734375,41.668808555620586]",16,"Korea, South","[128.056640625,36.527294814546245]",30.81,40.1,29.09,37.17,1.4237,1.679,1.3638,1.6318,27.79
North Dakota,"[-100.43701171875,47.4355191531953]",10,United Kingdom,"[-2.0654296875,54.16243396806779]",30.72,20.98,18.67,19.36,0.698,0.3805,0.4637,0.3643,3.68
Rhode Island,"[-71.575927734375,41.668808555620586]",20,Belgium,"[4.7515869140625,50.73297844827752]",30.14,36.32,24.94,21.67,1.3929,1.5205,1.1694,0.9513,-13.11
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",7,Dominican Republic,"[-70.18615722656249,18.92707243132612]",29.69,198.5,2.84,12.05,2.9769,14.1251,1.9053,4.0003,323.58
Wyoming,"[-107.54791259765625, 43.53660274231031]",13,Thailand,"[101.35986328125,15.813395760460585]",29.61,32.51,24.59,30.91,2.192,1.8498,2.0929,2.8146,25.68
Missouri,"[-92.515869140625,38.151837403006766]",13,Switzerland,"[8.3880615234375,46.76620587423741]",29.58,80.13,83.51,151.28,0.2282,0.5647,0.6119,1.0857,81.16
North Dakota,"[-100.43701171875,47.4355191531953]",7,India,"[78.662109375,22.228090416784486]",29.35,35.05,34.28,27.07,0.6669,0.6357,0.8514,0.5095,-21.03
Wyoming,"[-107.54791259765625, 43.53660274231031]",24,Tunisia,"[9.667968749999998,34.21634468843463]",29.09,27.95,25.21,11.89,2.154,1.5904,2.1455,1.0831,-52.82
North Carolina,"[-79.530029296875,35.55010533588552]",25,Austria,"[14.820556640625,47.57652571374621]",28.57,34.96,91.21,207.17,0.0973,0.1113,0.302,0.6869,127.13
New Hampshire,"[-71.575927734375,43.68773584519811]",18,Malaysia,"[102.3486328125,3.5134210456400448]",28.45,28.09,36.25,51.04,0.8103,0.6635,0.906,1.232,40.8
Alaska,"[-151.611328125,65.25670649344259]",17,United Kingdom,"[-2.0654296875,54.16243396806779]",27.96,40.34,40.68,25.65,0.6174,0.7893,0.8806,0.5901,-36.94
Rhode Island,"[-71.575927734375,41.668808555620586]",25,Malaysia,"[102.3486328125,3.5134210456400448]",27.63,20.9,15.87,16.01,1.2769,0.8752,0.7439,0.703,0.93
Missouri,"[-92.515869140625,38.151837403006766]",19,Vietnam,"[108.43505859374999,14.32825967774278]",27.46,48.28,63.48,85.21,0.2119,0.3402,0.4651,0.6115,34.25
Nevada,"[-116.8505859375,39.45316112807394]",23,Chile,"[-71.3671875,-35.46066995149529]",27.21,30.97,15.54,47.7,0.3128,0.4026,0.1793,0.4886,206.92
New Mexico,"[-105.97412109375,34.32529192442733]",15,Netherlands,"[5.537109374999999,52.02545860348814]",27.2,23.46,23.59,27.27,0.9977,0.6171,0.6239,0.751,15.6
District of Colombia,"[-92.33339309692383,38.95193338118615]",7,Oman,"[56.9091796875,20.117839630491634]",26.73,70.66,72.35,30.15,0.9873,7.5155,6.6497,2.266,-58.32
Montana,"[-109.2041015625,47.07012182383309]",9,Germany,"[10.17333984375,51.12421275782688]",26.68,23.38,31.28,20.9,1.7715,1.5136,2.2278,1.5368,-33.18
Hawaii,"[-155.56640625,19.68397023588844]",11,Taiwan,"[120.9375,23.725011735951796]",26.43,16.85,13.05,9.54,4.4139,1.1643,0.6883,1.1995,-26.9
Idaho,"[-114.521484375,44.37098696297173]",20,Thailand,"[101.35986328125,15.813395760460585]",26.33,19.82,24.7,19.63,0.4548,0.3858,0.575,0.4024,-20.53
West Virginia,"[-80.71380615234375, 38.732661120482334]",20,Thailand,"[101.35986328125,15.813395760460585]",26.28,40.21,38.16,39.79,0.301,0.5293,0.6542,0.7887,4.27
Oklahoma,"[-97.49267578125,35.65729624809628]",12,Kuwait,"[47.559814453125,29.358239465729348]",26.26,34.12,48.83,69.5,0.3795,0.5408,0.9299,1.3769,42.35
Wyoming,"[-107.54791259765625, 43.53660274231031]",11,Saudi Arabia,"[46.23046874999999,24.206889622398023]",26.17,27.72,43.37,31.73,1.9379,1.5776,3.691,2.8891,-26.85
